t1,t2,0,1,valence,arousal,subjectivity,entrophy,h,s,v
0.41950090135012674,0.45957903020451774,0.05535139185617677,0.6235848649444604,0.9959,-0.03049999999999997,0.012278244631185764,0.7485861701966923,0.09976525821596245,0.7513227513227513,0.7411764705882353
-0.41815357122046604,0.363435405812617,0.8483544093598736,-0.5856903786514889,0.9704,-0.2108000000000001,-0.0909523809523809,0.8778960626572971,0.08921568627450982,0.7692307692307693,0.8666666666666667
0.7244618140820958,0.6468585526950257,-0.592957482132011,0.6717508305092623,0.9584,-0.03179999999999994,-0.27601615646258504,0.8008449523785346,0.5487421383647799,0.726027397260274,0.5725490196078431
-0.912451686557143,0.16720995285854579,0.9409818540366952,-0.2691603213877395,0.1779,-0.04533333333333334,-0.2577777777777779,-0.22606509722683055,0.052380952380952396,0.6481481481481481,0.6352941176470588
0.42991954544097943,-0.4542249353299811,-0.5877899796927374,-0.5622654440733947,0.8537,-0.31700000000000006,-0.62,0.7926384552104802,0.572463768115942,0.6117021276595745,0.7372549019607844
-0.10703872831161154,-0.4166154693568366,0.6174200902189868,-0.4031326696081371,0.7783,-0.11149999999999993,-0.25,0.7199119098318607,0.03535353535353536,0.776470588235294,0.6666666666666666
0.24113948157191234,0.1013914142111414,-0.13446553551438578,-0.15208136567030361,0.8784,-0.1599999999999998,0.3642857142857141,0.7693031768883212,0.09710144927536231,0.5528846153846154,0.8156862745098039
0.4664005218674099,0.20914232611881012,-0.6030977903288842,0.42286248709594587,0.9929,-0.018000000000000016,-0.07015711046323303,0.4260230783586094,0.08010335917312662,0.7633136094674556,0.6627450980392157
-1.0,-0.11400362235348316,0.7618717381453226,0.1318632199993761,0.8735,-0.25309090909090914,0.6225,-0.48888048757490477,0.039149888143176735,0.7303921568627451,0.8
0.0024347894463259134,0.029064617408899096,-0.510866383953352,0.14177493402490304,0.8858,-0.016000000000000014,-0.0001984126984126977,0.2888386831013179,0.16358024691358025,0.888888888888889,0.9529411764705882
0.6190158279884086,0.39495882964776996,-0.06354271743208761,0.7958937539543611,0.991,-0.048142857142857154,-0.17184277261200331,0.40765037566226536,0.04022988505747127,0.5117647058823529,0.6666666666666666
0.06938585206163417,0.21808419598939288,-0.41956769429192187,-0.15697375106647105,0.9948,-0.19599999999999995,0.2430014430014431,0.5504661271890701,0.06967213114754099,0.7011494252873564,0.6823529411764706
0.8509965405778102,0.4062252240381419,0.2950863773821728,0.7558046440075834,0.98,-0.22914285714285731,-0.033333333333333326,0.9867207667433557,0.02706552706552708,0.6923076923076923,0.6627450980392157
-0.6706505821164582,0.22715954516485892,0.7042860414539802,-0.13973550289671122,0.3597,-0.14350000000000007,-0.09666666666666668,0.3454761178042032,0.0015432098765431983,0.6792452830188679,0.6235294117647059
-0.22289399375358987,-0.05144928971600016,-0.22785804512105567,0.09480451531174783,0.9631,0.09000000000000008,0.160190476190476,0.030859330401626472,0.5666666666666668,0.7923497267759563,0.7176470588235294
-0.5834389933465154,-0.4045680706640633,0.2204124419950908,-0.31505325303103027,0.9377,-0.11199999999999999,-0.2307380952380952,-0.35359260190024644,0.537142857142857,0.8333333333333334,0.8235294117647058
0.7276943506391069,0.15133342767444358,-0.3862241266466696,0.49740888951159334,0.9716,0.14700000000000002,-0.4458333333333333,0.9328312173550697,0.23643410852713176,0.24712643678160928,0.6823529411764706
-0.17453353684348594,-0.8967696764661633,1.0,0.024630363698385116,0.9239,-0.08285714285714285,-0.3894047619047619,0.9651932201756033,0.5551724137931034,0.7923497267759563,0.7176470588235294
0.23430428540771087,-0.10832651999669474,-0.7239668192997837,-0.31991854369274286,0.9996,-0.20625000000000004,0.0673169427191167,0.8525471981066355,0.06504065040650407,0.6648648648648648,0.7254901960784313
-0.6522112263620193,0.6486015114745252,0.488900312275536,-0.6743698663493665,0.6762,-0.021600000000000064,0.1566666666666665,0.9758204759366578,0.0,0.0,0.0
-0.3109763259308047,-0.27157806723489253,0.025364488135945162,-0.30550859707119704,0.9942,-0.02124999999999999,-0.2998772446689113,-0.07997937315917247,0.591358024691358,0.6852791878172588,0.7725490196078432
-0.16237759342460056,0.19478644224852082,-0.9889267425161968,-0.08901819679708012,0.9766,-0.242,0.19592592592592606,0.194094700541658,0.5573333333333333,0.6578947368421053,0.7450980392156863
0.245778709052219,0.6035703981959597,-0.1657355668874636,0.5377497429322695,0.9604,-0.0007272727272726875,0.1280864197530862,0.8533864083492515,0.050264550264550255,0.7826086956521738,0.6313725490196078
0.4931843961969298,0.6733361060415735,-0.32637818753935255,0.7243720276154317,0.9348,0.02688888888888874,-0.35069444444444453,0.8357028072966608,0.08255451713395635,0.5544041450777202,0.7568627450980392
0.28854104213900666,-0.6739411343956792,-0.19255073219076058,-0.879050833077531,0.443,-0.2238181818181818,-0.4111111111111111,0.8280548510940406,0.03278688524590164,0.6256410256410256,0.7647058823529411
-0.08459981536483718,0.6844968488783323,0.4601318508521086,-0.011187068658389365,0.9493,0.08657142857142852,0.0556261022927691,0.9435148317256317,0.05028735632183908,0.5888324873096447,0.7725490196078432
-0.007406214276298839,-0.1863978408608945,-0.37070626952220476,-0.3671484036250927,0.8279,-0.18977777777777782,0.03375000000000017,0.42258172872708566,0.6194690265486725,0.5280373831775701,0.8392156862745098
0.19322911601499904,-0.32092424578038403,-0.16262640042482412,-0.5653259031409259,0.7598,0.09290909090909083,-0.19542877757163468,0.5394219898895187,0.0504201680672269,0.6761363636363636,0.6901960784313725
-0.4121252910176232,0.050811491107605855,-0.33827548377723127,0.2908508108767933,0.9882,0.12622222222222224,0.4382275132275131,-0.29849139666372204,0.5695443645083933,0.7393617021276596,0.7372549019607844
0.019652029641719748,0.4839044185139487,0.5797150178820263,0.6132886997281788,0.9922,-0.0411999999999999,0.4305555555555556,0.9848940969755493,0.6087962962962963,0.7309644670050761,0.7725490196078432
0.9652593937250438,-0.11588091062452122,-0.7938744902128204,0.23319024234719943,0.9963,0.10457142857142876,-0.1601851851851851,-0.46004565093260996,0.0,0.0,0.0
0.25235719960392977,0.3420323501351872,-0.10578880745923525,0.31124842801533736,0.9726,-0.02644444444444438,0.16440883190883193,0.8414255661870174,0.0407925407925408,0.7185929648241206,0.7803921568627451
0.4636964714868206,1.0,-0.4481996022406598,0.9782083247184481,-0.9471,-0.20300000000000007,0.17481261022927685,0.939765284716408,0.5801282051282052,0.5621621621621622,0.7254901960784313
0.46158374495902765,-0.03633155929409837,0.2074593315677511,0.11069079479072741,0.9217,-0.15599999999999992,0.03333333333333344,0.8569471255091885,0.5455635491606715,0.6261261261261262,0.8705882352941177
-0.34415875578558364,-0.49568770101204196,0.3914608361145997,-0.4478693488249873,0.9801,0.0040000000000000036,-0.14117063492063497,0.2900237702310775,0.5584045584045584,0.6763005780346821,0.6784313725490196
-0.4974512673009178,-0.19531128658061325,0.433651806381526,-0.243456173095849,0.9582,-0.05911111111111089,0.046875,0.13594374720327118,0.5894308943089431,0.6373056994818652,0.7568627450980392
-0.8233203509408089,-0.28862994374657513,0.11131210479439257,0.3995268272590904,0.9579,-0.17499999999999993,0.14566666666666683,-0.904829868529732,0.5488721804511277,0.826086956521739,0.6313725490196078
-0.05643434965238281,-0.6547373720126471,0.14986734710388183,-0.8397841670997228,0.9137,-0.044499999999999984,0.040000000000000036,0.8905784012961322,0.6048951048951049,0.65,0.8627450980392157
-0.3724165999883461,0.6006145402931626,0.4743211190846306,-1.0,0.9691,-0.08799999999999997,0.3816666666666666,0.794791490811287,0.09906759906759909,0.7333333333333334,0.7647058823529411
0.11455083801502774,-0.5058433455712839,0.1470716638947862,-0.5688457932177046,0.7904,-0.10650000000000004,-0.33666666666666667,0.7690580145245804,0.08783783783783783,0.7115384615384615,0.8156862745098039
-0.67560699266596,-0.667789031485635,0.7094970682367681,-0.8301541236873465,0.9184,0.1303333333333332,0.08000000000000007,-0.7537633636256511,0.15255731922398588,0.8042553191489361,0.9215686274509803
0.590488588820091,-0.23691083079935416,0.015389302493821866,0.012634277998753385,0.4215,-0.024727272727272598,-0.18500000000000005,1.0,0.9747967479674797,0.8836206896551725,0.9098039215686274
